0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
8000.000	250.000	100.000	4.000
4000.000	202.000	100.000	1.000
32000.000	250.000	100.000	4.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
2000.000	250.000	150.000	4.000
4000.000	100.000	50.000	1.000
16000.000	250.000	50.000	4.000
500.000	250.000	150.000	4.000
4000.000	111.000	150.000	1.000
32000.000	250.000	100.000	4.000
2000.000	250.000	100.000	4.000
8000.000	250.000	50.000	4.000
4000.000	250.000	50.000	2.000
32000.000	250.000	50.000	4.000
8000.000	250.000	50.000	4.000
8000.000	250.000	150.000	4.000
0.000	0.000	0.000	0.000
500.000	197.000	50.000	3.000
16000.000	250.000	100.000	4.000
16000.000	250.000	100.000	4.000
8000.000	250.000	50.000	4.000
4000.000	160.000	100.000	1.000
0.000	0.000	0.000	0.000
4000.000	119.000	150.000	1.000
2000.000	250.000	50.000	4.000
16000.000	250.000	50.000	4.000
500.000	250.000	100.000	4.000
500.000	250.000	150.000	4.000
500.000	250.000	150.000	4.000
500.000	250.000	100.000	4.000
32000.000	250.000	50.000	4.000
32000.000	250.000	50.000	4.000
1000.000	250.000	50.000	4.000
500.000	250.000	50.000	4.000
32000.000	250.000	50.000	4.000
4000.000	171.000	150.000	1.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
32000.000	250.000	150.000	4.000
32000.000	250.000	50.000	4.000
4000.000	134.000	150.000	1.000
16000.000	250.000	50.000	4.000
2000.000	250.000	50.000	4.000
2000.000	250.000	150.000	4.000
2000.000	250.000	50.000	4.000
8000.000	250.000	150.000	4.000
4000.000	181.000	50.000	1.000
500.000	250.000	50.000	4.000
4000.000	203.000	150.000	1.000
32000.000	250.000	100.000	4.000
2000.000	250.000	150.000	4.000
32000.000	250.000	100.000	4.000
500.000	250.000	150.000	4.000
16000.000	250.000	100.000	4.000
16000.000	250.000	100.000	4.000
8000.000	250.000	100.000	4.000
2000.000	250.000	150.000	4.000
1000.000	250.000	150.000	4.000
2000.000	250.000	50.000	4.000
0.000	0.000	0.000	0.000
2000.000	250.000	50.000	4.000
500.000	250.000	50.000	4.000
1000.000	250.000	100.000	4.000
4000.000	159.000	100.000	1.000
0.000	0.000	0.000	0.000
4000.000	250.000	50.000	2.000
500.000	250.000	150.000	4.000
0.000	0.000	0.000	0.000
2000.000	250.000	50.000	4.000
500.000	250.000	100.000	4.000
2000.000	250.000	150.000	4.000
8000.000	250.000	150.000	4.000
4000.000	143.000	150.000	1.000
4000.000	198.000	100.000	1.000
0.000	0.000	0.000	0.000
8000.000	250.000	150.000	4.000
16000.000	250.000	50.000	4.000
500.000	250.000	150.000	4.000
4000.000	149.000	150.000	1.000
0.000	0.000	0.000	0.000
4000.000	158.000	150.000	1.000
16000.000	250.000	100.000	4.000
8000.000	250.000	50.000	4.000
2000.000	250.000	100.000	4.000
8000.000	250.000	50.000	4.000
16000.000	250.000	100.000	4.000
16000.000	250.000	150.000	4.000
32000.000	250.000	100.000	4.000
4000.000	173.000	150.000	1.000
2000.000	250.000	50.000	4.000
4000.000	148.000	50.000	1.000
1000.000	250.000	100.000	4.000
500.000	250.000	100.000	4.000
2000.000	250.000	150.000	4.000
